Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,PTS,FantasyPts
Noelia Mourio,#3,San Francisco Dons,Seton Hall Pirates,0,11/14/25,22,0,3,3,1,0,1,7,4,3,5,0,0,0,0,6,2
Aina Cargol,#9,San Francisco Dons,Seton Hall Pirates,0,11/14/25,25,0,3,3,3,1,0,6,4,7,12,2,3,4,5,20,26
Candy Edokpaigbe,#23,San Francisco Dons,Seton Hall Pirates,0,11/14/25,24,1,3,4,2,5,0,4,3,4,7,1,2,2,4,11,32
Paula Tirado,#22,San Francisco Dons,Seton Hall Pirates,0,11/14/25,22,0,0,0,1,1,0,2,2,3,6,1,3,0,0,7,9
Mara Neira,#2,San Francisco Dons,Seton Hall Pirates,0,11/14/25,21,0,3,3,3,0,0,0,2,1,7,1,5,0,0,3,7
Sophia Priestley,#32,San Francisco Dons,Seton Hall Pirates,0,11/14/25,7,0,1,1,0,0,0,0,1,0,0,0,0,2,2,2,3
Natasa Tausova,#12,San Francisco Dons,Seton Hall Pirates,0,11/14/25,24,2,3,5,0,2,0,1,4,5,11,2,5,1,2,13,21
Nevaeh Ferrara Horne,#7,San Francisco Dons,Seton Hall Pirates,0,11/14/25,10,2,0,2,0,0,0,3,2,0,1,0,0,0,0,0,-5
Michelle Ugwah,#14,San Francisco Dons,Seton Hall Pirates,0,11/14/25,20,2,0,2,0,1,0,1,0,1,5,0,0,0,0,2,3
Amy Pateman,#10,San Francisco Dons,Seton Hall Pirates,0,11/14/25,5,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,-4
Meghan McIntyre,#4,San Francisco Dons,Seton Hall Pirates,0,11/14/25,19,1,4,5,3,1,0,4,4,1,4,0,2,0,0,2,8
Logann Alvar,#1,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,26,0,3,3,1,0,0,4,3,2,9,0,1,0,0,4,-4
Madi Symons,#11,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,25,1,4,5,0,0,3,1,1,3,5,2,2,0,0,8,23
Lana Beslic,#10,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,23,0,8,8,2,0,0,2,3,0,6,0,3,1,2,1,1
Henna Sandvik,#26,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,21,1,1,2,0,0,1,2,2,1,4,0,1,0,0,2,0
Malene Pedersen,#12,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,30,0,2,2,1,0,1,0,2,7,14,2,4,0,0,16,24
Peyton Wohlford,#22,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,7,0,0,0,2,0,1,0,0,1,2,0,1,0,0,2,10
Jane Rumpf,#2,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,9,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2
Liv Blomkvist,#5,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,5,0,1,1,0,0,0,0,0,2,3,0,0,0,0,4,6
Heidur Karlsdottir,#15,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,10,1,0,1,1,0,0,1,1,1,1,0,0,0,0,2,5
Katie Harrington,#21,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1
Aurore Eyango,#6,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,15,0,2,2,2,2,1,0,0,1,2,0,0,0,0,2,21
Payton Muma,#3,Wyoming Cowgirls,Santa Clara Broncos,0,11/14/25,25,0,2,2,5,0,1,4,0,2,10,0,5,0,0,4,5
Ava Schmidt,#13,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,22,0,2,2,0,3,0,1,2,5,12,3,6,0,0,13,24
Kylee Fox,#30,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,11,0,2,2,0,1,0,0,0,0,3,0,0,0,0,0,4
Sophie Glancey,#12,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,25,3,6,9,0,0,5,0,1,4,12,0,1,5,6,13,32
Ashley Hawkins,#23,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,27,0,2,2,8,2,0,2,1,3,6,0,0,1,1,7,38
Maia Jones,#9,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,19,1,2,3,1,1,0,3,4,3,8,2,4,0,0,8,11
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,21,4,6,10,0,0,1,0,2,5,8,1,1,0,0,11,28
Alana Goodchild,#11,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,5,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,-3
Delainey Miller,#20,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,21,5,5,10,1,0,2,1,1,5,10,0,1,0,2,10,25
Sienna Grieger,#6,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,5,0,0,0,0,0,0,0,0,2,3,0,1,0,0,4,5
Kate Schat,#3,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,19,0,2,2,2,1,0,0,1,2,7,0,5,0,0,4,9
Aniya Hooker,#2,Santa Clara Broncos,Wyoming Cowgirls,1,11/14/25,25,0,0,0,2,2,0,0,2,3,6,0,0,0,0,6,21
Cearah Parchment,#30,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,34,1,5,6,1,0,0,1,1,5,10,4,6,0,2,14,21
Berry Wallace,#23,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,34,5,1,6,0,2,0,3,3,8,16,2,4,6,6,24,32
Destiny Jackson,#2,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,27,1,1,2,2,0,0,1,5,1,5,1,1,2,2,5,9
Gretchen Dolan,#4,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,38,0,5,5,2,2,0,2,3,4,19,0,5,3,4,11,9
Jasmine Brown-Hagger,#8,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,25,1,1,2,1,0,0,2,1,0,1,0,0,0,0,0,0
Hayven Smith,#25,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
Lety Vasconcelos,#35,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,12,2,2,4,1,0,0,0,0,0,0,0,0,0,2,0,5
Aaliyah Guyton,#1,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,13,0,1,1,2,0,0,0,1,2,4,1,1,0,0,5,13
Maddie Webber,#34,Illinois Fighting Illini,Oregon State Beavers,0,11/14/25,14,2,0,2,1,0,0,2,1,0,3,0,2,0,0,0,-4
Nene Sow,#32,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,18,0,2,2,0,2,1,1,2,0,0,0,0,0,0,0,12
Ally Schimel,#4,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,14,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
Jenna Villa,#3,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,33,1,5,6,3,0,1,0,1,2,8,1,3,4,4,9,23
Kennedie Shuler,#1,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,30,0,2,2,5,0,1,4,2,4,7,0,0,0,0,8,22
Tiara Bolden,#0,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,35,1,5,6,0,2,0,4,0,9,13,2,4,5,6,25,36
Lara Alonso-Basurto,#22,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,25,0,2,2,0,1,0,0,3,4,6,0,1,1,2,9,16
Susana Yepes,#10,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,18,0,2,2,4,0,0,0,1,0,2,0,0,0,0,0,13
Lizzy Williamson,#15,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,21,3,2,5,0,2,0,1,4,5,9,0,0,0,0,10,23
Cloe Vecina,#31,Oregon State Beavers,Illinois Fighting Illini,1,11/14/25,6,0,0,0,0,0,0,0,2,1,2,1,1,0,0,3,5
